ticker,ep_id,start_ts_et,end_ts_et,n_comp_bars,spot_start,spot_end,datr14_prior,ema9_h,ema21_h,po,po_slope1,po_slope3,phase_zone,ema21_d,ema21_d_slope1,ema21_d_slope3
AMZN,AMZN-033,2025-12-12T09:30:00-05:00,2025-12-12T10:30:00-05:00,1,226.38,226.015,5.4233,229.2937,229.5027,-29.855,-34.92,-30.637,neutral_down,230.5785,-0.0308,-0.1829
AMZN,AMZN-034,2025-12-17T13:30:00-05:00,2025-12-18T10:30:00-05:00,4,222.915,228.31,5.2665,223.331,223.9226,-14.321,-8.171,-8.666,neutral,228.8528,-0.6323,-1.7257
AMZN,AMZN-035,2025-12-18T11:30:00-05:00,2025-12-18T12:30:00-05:00,1,225.8035,227.03,5.1903,224.842,224.4282,33.746,-9.995,73.289,neutral_up,228.1608,-0.692,-2.0188
AMZN,AMZN-036,2025-12-22T15:30:00-05:00,2025-12-23T12:30:00-05:00,4,228.43,231.53,5.2581,228.1676,227.3903,29.842,-3.345,6.395,neutral_up,227.9732,-0.0603,-0.8797
AMZN,AMZN-037,2025-12-29T11:30:00-05:00,2026-01-02T10:30:00-05:00,20,231.13,225.89,4.5517,232.0178,231.4978,2.047,-14.872,-42.17,neutral,229.0917,0.3408,1.077
AMZN,AMZN-038,2026-01-09T10:30:00-05:00,2026-01-09T11:30:00-05:00,1,246.3325,245.925,5.2654,245.3338,242.9739,60.971,-2.578,-12.355,neutral_up,233.0935,1.3186,3.3072
AMZN,AMZN-039,2026-01-09T15:30:00-05:00,2026-01-12T10:30:00-05:00,2,247.31,247.6476,5.2654,246.251,244.3476,58.871,2.947,10.126,neutral_up,233.0935,1.3186,3.3072
AMZN,AMZN-040,2026-01-12T15:30:00-05:00,2026-01-13T13:30:00-05:00,5,246.42,241.3,5.2908,247.1429,245.8795,26.978,-14.832,-32.342,neutral_up,234.3859,1.2924,3.5911
AMZN,AMZN-041,2026-01-16T12:30:00-05:00,2026-01-20T12:30:00-05:00,7,238.805,231.775,5.2713,238.2088,239.1984,-18.53,11.11,12.873,neutral,236.3589,0.1811,0.879
AMZN,AMZN-042,2026-01-30T09:30:00-05:00,2026-02-02T13:30:00-05:00,11,242.31,243.54,5.533,240.9721,240.9244,10.283,11.499,33.292,neutral,237.8297,0.385,1.7218
AMZN,AMZN-043,2026-02-03T09:30:00-05:00,2026-02-03T12:30:00-05:00,3,239.215,236.9299,5.6801,242.1263,241.8048,-7.503,-24.807,-35.405,neutral,238.4134,0.4537,0.9687
AMZN,AMZN-044,2026-02-10T15:30:00-05:00,2026-02-11T14:30:00-05:00,6,206.99,203.9,7.8189,208.6175,211.5844,-50.771,-3.784,-6.146,neutral_down,231.825,-2.3165,-6.1141
AMZN,AMZN-045,2026-02-17T11:30:00-05:00,2026-02-18T10:30:00-05:00,6,200.47,205.9,7.2497,199.8965,201.2943,-18.132,5.92,31.468,neutral,222.3658,-2.3596,-7.2015
AMZN,AMZN-046,2026-02-23T09:30:00-05:00,2026-02-23T10:30:00-05:00,1,204.6291,204.46,6.7821,207.554,206.2298,19.163,-42.913,-42.044,neutral,217.0417,-0.6872,-3.4031
AMZN,AMZN-047,2026-02-26T13:30:00-05:00,2026-03-04T09:30:00-05:00,24,207.5372,217.01,6.5529,207.8931,207.9694,-18.235,10.28,-22.475,neutral,214.8754,-0.4215,-2.1663
AMZN,AMZN-048,2026-03-06T15:30:00-05:00,2026-03-09T09:30:00-04:00,1,213.105,209.05,6.472,214.8329,214.5674,-16.853,-7.895,-23.419,neutral,213.7813,0.5079,0.439
AMZN,AMZN-049,2026-03-12T09:30:00-04:00,2026-03-12T10:30:00-04:00,1,210.27,208.64,6.2041,212.3762,212.8858,-29.299,-18.241,-14.883,neutral_down,213.6495,-0.1019,-0.0703
AMZN,AMZN-050,2026-03-16T12:30:00-04:00,2026-03-17T09:30:00-04:00,4,209.89,213.685,5.9566,209.0266,209.6634,-5.286,9.8,16.755,neutral,212.7682,-0.5058,-0.9832
AMZN,AMZN-051,2026-03-26T09:30:00-04:00,2026-03-26T10:30:00-04:00,1,212.0,211.93,5.573,211.1679,210.2516,31.832,-1.334,-7.514,neutral_up,211.1801,0.0525,-0.4725
AMZN,AMZN-052,2026-03-26T11:30:00-04:00,2026-03-26T12:30:00-04:00,1,210.43,209.25,5.573,211.1422,210.4066,14.933,-14.522,-18.233,neutral,211.1801,0.0525,-0.4725
AMZN,AMZN-053,2026-04-02T15:30:00-04:00,2026-04-08T09:30:00-04:00,15,209.78,221.29,5.9164,209.6525,208.9404,10.447,3.967,-4.104,neutral,209.0767,0.1493,-0.7235
AMZN,AMZN-054,2026-04-16T15:30:00-04:00,2026-04-17T11:30:00-04:00,3,249.71,253.21,6.6644,248.5463,246.6221,48.413,6.039,0.329,neutral_up,222.926,2.5499,7.6502
AMZN,AMZN-055,2026-04-28T15:30:00-04:00,2026-05-01T10:30:00-04:00,16,259.77,269.4608,6.4291,259.9597,259.7293,-2.127,2.876,10.561,neutral,240.1823,2.0898,6.6269
AMZN,AMZN-056,2026-05-05T15:30:00-04:00,2026-05-06T12:30:00-04:00,4,273.5,276.42,7.4913,273.4053,271.2697,34.543,-4.561,-10.323,neutral_up,250.0665,2.1984,6.1665
AMZN,AMZN-057,2026-05-06T14:30:00-04:00,2026-05-12T09:30:00-04:00,23,276.235,264.83,7.4212,275.1112,273.1279,45.934,-1.014,7.78,neutral_up,252.1968,2.1303,6.3759
AMZN,AMZN-058,2026-05-18T15:30:00-04:00,2026-05-19T09:30:00-04:00,1,264.92,257.0951,6.6505,264.7449,265.4874,-15.54,6.571,-3.203,neutral,261.0438,0.3156,1.9712
AMZN,AMZN-059,2026-05-29T14:30:00-04:00,2026-06-01T10:30:00-04:00,3,270.9,264.0499,6.7525,271.4042,270.5306,9.143,-2.832,-21.51,neutral,264.5702,0.939,2.0123
AMZN,AMZN-060,2026-06-12T10:30:00-04:00,2026-06-12T11:30:00-04:00,1,237.85,236.48,7.2676,238.6432,240.3144,-29.508,-0.134,-6.399,neutral_down,254.606,-1.3336,-4.5025
AMZN,AMZN-061,2026-06-12T12:30:00-04:00,2026-06-15T10:30:00-04:00,5,237.02,246.09,7.2676,237.9725,239.698,-34.734,1.247,-5.359,neutral_down,254.606,-1.3336,-4.5025
AMZN,AMZN-062,2026-07-01T15:30:00-04:00,2026-07-02T13:30:00-04:00,5,241.69,243.86,8.4348,241.798,240.0223,28.497,-8.309,-17.635,neutral_up,242.3499,-0.411,-1.9329
AMZN,AMZN-063,2026-07-06T09:30:00-04:00,,-1,243.09,,8.339,243.4147,242.1295,14.458,-2.482,-21.23,neutral,242.289,-0.0009,-0.4719
NVDA,NVDA-001,2025-07-08T13:30:00-04:00,2025-07-08T14:30:00-04:00,1,159.54,159.895,3.8802,159.0583,158.3261,37.705,-1.641,8.41,neutral_up,149.2019,0.9048,3.0081
NVDA,NVDA-002,2025-07-21T09:30:00-04:00,2025-07-22T09:30:00-04:00,7,173.0801,166.0848,3.8782,172.5284,171.8233,27.833,7.802,1.046,neutral_up,160.0731,1.2307,4.05
NVDA,NVDA-003,2025-07-29T10:30:00-04:00,2025-07-29T12:30:00-04:00,2,175.8599,176.1953,3.7648,175.8741,174.5988,61.244,-28.773,-4.161,neutral_up,165.5352,1.1215,3.0554
NVDA,NVDA-004,2025-07-29T15:30:00-04:00,2025-07-30T09:30:00-04:00,1,175.51,178.46,3.7648,175.9068,175.1208,19.776,-8.956,-22.546,neutral,165.5352,1.1215,3.0554
NVDA,NVDA-005,2025-08-01T09:30:00-04:00,2025-08-01T10:30:00-04:00,1,174.975,174.78,4.0998,177.8403,177.6597,-21.221,-21.998,-37.226,neutral,168.5409,0.9309,3.0057
NVDA,NVDA-006,2025-08-06T13:30:00-04:00,2025-08-08T10:30:00-04:00,11,179.23,183.015,4.4617,178.4414,178.0632,15.81,7.817,9.218,neutral,170.7476,0.7512,2.2067
NVDA,NVDA-007,2025-08-11T14:30:00-04:00,2025-08-19T11:30:00-04:00,39,182.1601,177.538,4.3415,182.7172,181.8619,19.529,-12.454,-24.826,neutral,173.3269,0.9423,2.5793
NVDA,NVDA-008,2025-08-22T09:30:00-04:00,2025-08-22T12:30:00-04:00,3,176.32,178.29,4.4536,175.0986,175.7314,-3.86,13.254,19.86,neutral,176.5934,-0.1622,-0.423
NVDA,NVDA-009,2025-08-27T11:30:00-04:00,2025-08-29T10:30:00-04:00,13,181.4042,174.775,4.6308,181.339,180.403,25.467,-3.478,-15.978,neutral_up,177.4331,0.4267,0.8397
NVDA,NVDA-010,2025-09-04T14:30:00-04:00,2025-09-05T11:30:00-04:00,4,170.9,166.3655,4.9932,170.5938,171.4393,-18.787,6.134,7.19,neutral,176.4722,-0.5852,-1.5568
NVDA,NVDA-011,2025-09-12T15:30:00-04:00,2025-09-16T15:30:00-04:00,14,177.79,174.86,5.0463,177.549,176.4315,36.161,-0.02,-5.346,neutral_up,174.7557,0.2334,0.1626
NVDA,NVDA-012,2025-09-25T14:30:00-04:00,2025-09-29T11:30:00-04:00,11,177.075,182.03,5.2752,177.636,177.8436,-8.923,-4.762,-16.891,neutral,176.152,0.0728,1.0856
NVDA,NVDA-013,2025-10-03T09:30:00-04:00,2025-10-03T10:30:00-04:00,1,188.9437,189.4739,5.2427,188.714,187.1845,44.387,-5.077,-11.962,neutral_up,179.6074,0.9313,2.656
NVDA,NVDA-014,2025-10-03T12:30:00-04:00,2025-10-06T14:30:00-04:00,9,187.1775,185.81,5.2427,188.5025,187.4815,14.763,-21.597,-29.624,neutral,179.6074,0.9313,2.656
NVDA,NVDA-015,2025-10-07T09:30:00-04:00,2025-10-08T15:30:00-04:00,13,188.0151,189.06,5.1573,186.6493,186.8303,0.024,24.859,21.94,neutral,180.8081,0.4722,2.132
NVDA,NVDA-016,2025-10-16T14:30:00-04:00,2025-10-22T11:30:00-04:00,25,180.785,179.22,6.182,181.1512,182.2534,-21.342,-0.243,-0.589,neutral,182.7914,-0.2916,-0.0994
NVDA,NVDA-017,2025-10-31T13:30:00-04:00,2025-10-31T14:30:00-04:00,1,204.265,204.41,6.2169,203.9171,202.381,22.475,2.423,-17.085,neutral,188.5252,1.4255,5.013
NVDA,NVDA-018,2025-10-31T15:30:00-04:00,2025-11-03T12:30:00-05:00,4,202.41,210.9599,6.2169,203.6945,202.5513,10.94,-12.876,-9.113,neutral,188.5252,1.4255,5.013
NVDA,NVDA-019,2025-11-03T13:30:00-05:00,2025-11-03T15:30:00-05:00,2,207.705,207.02,6.1942,207.16,204.9228,51.919,-17.024,7.098,neutral_up,189.7874,1.2623,4.6828
NVDA,NVDA-020,2025-11-04T09:30:00-05:00,2025-11-04T10:30:00-05:00,1,201.6595,201.85,6.3893,206.0273,204.9615,-4.365,-34.692,-56.283,neutral,191.354,1.5666,4.2543
NVDA,NVDA-021,2025-11-13T09:30:00-05:00,2025-11-13T10:30:00-05:00,1,188.0961,186.29,7.3344,192.0188,192.6512,-29.225,-29.651,-18.072,neutral_down,192.4962,0.1354,0.899
NVDA,NVDA-022,2025-11-17T12:30:00-05:00,2025-11-18T11:30:00-05:00,6,186.73,181.58,7.7323,188.0849,188.9452,-25.289,-5.103,-14.921,neutral_down,191.8375,-0.1558,-0.5233
NVDA,NVDA-023,2025-11-19T13:30:00-05:00,2025-11-21T09:30:00-05:00,10,184.63,175.79,7.5582,184.4675,185.2969,-9.916,1.651,-3.408,neutral,190.4523,-0.9082,-1.541
NVDA,NVDA-024,2025-11-25T09:30:00-05:00,2025-11-25T12:30:00-05:00,3,171.075,176.205,8.2576,179.5528,181.1615,-42.817,-42.756,-39.401,neutral_down,187.8144,-0.5264,-2.3036
NVDA,NVDA-025,2025-11-25T14:30:00-05:00,2025-11-25T15:30:00-05:00,1,176.8417,177.79,8.2576,177.0106,179.0846,-30.872,9.605,12.49,neutral_down,187.8144,-0.5264,-2.3036
NVDA,NVDA-026,2025-11-26T09:30:00-05:00,2025-11-26T10:30:00-05:00,1,179.585,180.91,8.5963,177.6502,179.0231,-7.949,13.311,32.528,neutral,186.903,-0.9113,-2.3778
NVDA,NVDA-027,2025-12-01T12:30:00-05:00,2025-12-11T10:30:00-05:00,54,179.405,177.06,8.0142,178.8655,179.0123,4.326,1.281,16.784,neutral,185.4449,-0.8465,-2.3694
NVDA,NVDA-028,2025-12-15T15:30:00-05:00,2025-12-16T10:30:00-05:00,2,176.28,176.03,6.5459,176.8701,178.0293,-30.32,-2.091,-5.852,neutral_down,183.0312,-0.8041,-1.1326
NVDA,NVDA-029,2025-12-16T13:30:00-05:00,2025-12-17T11:30:00-05:00,5,176.745,171.4499,6.323,176.5468,177.3938,-18.414,5.998,11.838,neutral,182.4175,-0.6137,-1.7079
NVDA,NVDA-030,2025-12-31T13:30:00-05:00,2026-01-08T11:30:00-05:00,33,188.045,184.2558,5.3833,188.4202,188.1945,7.746,-11.954,-7.617,neutral,183.744,0.3806,1.6326
NVDA,NVDA-031,2026-01-12T12:30:00-05:00,2026-01-14T12:30:00-05:00,14,186.7801,182.22,5.2861,185.7042,186.0338,4.462,11.446,31.206,neutral,185.3075,-0.0457,0.314
NVDA,NVDA-032,2026-01-26T15:30:00-05:00,2026-01-27T10:30:00-05:00,2,186.38,189.7058,5.3172,186.634,186.1051,9.333,-2.33,-6.841,neutral,184.9101,0.276,0.1703
NVDA,NVDA-033,2026-01-27T15:30:00-05:00,2026-01-28T09:30:00-05:00,1,188.533,191.405,5.1609,188.642,187.6277,36.811,-12.997,-20.42,neutral_up,185.0437,0.1336,0.4312
NVDA,NVDA-034,2026-01-29T13:30:00-05:00,2026-02-02T15:30:00-05:00,16,190.36,185.69,5.0078,190.0182,189.4957,11.577,5.407,15.37,neutral,185.9217,0.5608,1.0117
NVDA,NVDA-035,2026-02-11T12:30:00-05:00,2026-02-13T10:30:00-05:00,12,191.431,183.595,6.5291,190.2635,188.4403,47.737,-1.022,21.272,neutral_up,184.9598,0.365,1.018
NVDA,NVDA-036,2026-02-20T09:30:00-05:00,2026-02-23T14:30:00-05:00,12,187.815,190.89,6.1728,187.2855,187.0607,10.204,3.498,16.666,neutral,185.7285,0.2162,0.424
NVDA,NVDA-037,2026-02-24T09:30:00-05:00,2026-02-24T10:30:00-05:00,1,192.01,192.16,5.9262,190.8817,189.6961,39.429,1.234,4.352,neutral_up,186.6032,0.5037,1.0909
NVDA,NVDA-038,2026-03-03T13:30:00-05:00,2026-03-04T12:30:00-05:00,6,179.55,183.0499,6.6109,180.3194,181.9271,-35.88,-0.768,11.477,neutral_down,186.3238,-0.3974,-1.6353
NVDA,NVDA-039,2026-03-04T14:30:00-05:00,2026-03-09T10:30:00-04:00,17,183.07,179.185,6.5265,182.437,182.2901,18.818,-5.33,11.913,neutral,185.7534,-0.5703,-1.9248
NVDA,NVDA-040,2026-03-09T13:30:00-04:00,2026-03-10T10:30:00-04:00,4,179.905,185.97,6.3868,179.7023,180.3975,-12.409,4.27,19.452,neutral,184.6057,-0.6916,-1.1477
NVDA,NVDA-041,2026-03-12T12:30:00-04:00,2026-03-13T12:30:00-04:00,7,183.76,181.54,6.0865,184.187,183.9216,-2.688,-0.425,-1.143,neutral,184.5984,0.1412,-0.0073
NVDA,NVDA-042,2026-03-16T11:30:00-04:00,2026-03-16T13:30:00-04:00,2,183.9,184.935,5.9699,182.8772,182.9605,15.345,2.675,60.712,neutral,184.0728,-0.3813,-0.3845
NVDA,NVDA-043,2026-03-16T14:30:00-04:00,2026-03-19T10:30:00-04:00,17,181.8338,178.235,5.9699,183.2388,183.1564,3.455,-24.772,-11.89,neutral,184.0728,-0.3813,-0.3845
NVDA,NVDA-044,2026-03-24T14:30:00-04:00,2026-03-25T10:30:00-04:00,3,175.515,180.0,5.7388,175.3809,176.1105,-17.154,4.337,6.471,neutral,181.5222,-0.6012,-1.9667
NVDA,NVDA-045,2026-04-06T11:30:00-04:00,2026-04-08T10:30:00-04:00,13,177.155,181.3,5.6579,176.5847,175.3669,36.404,2.025,-11.434,neutral_up,177.1175,0.0283,-0.3915
NVDA,NVDA-046,2026-04-17T13:30:00-04:00,2026-04-17T14:30:00-04:00,1,200.64,201.26,5.274,199.6362,197.836,60.541,0.829,-7.57,neutral_up,184.5372,1.3703,4.4297
NVDA,NVDA-047,2026-04-20T09:30:00-04:00,2026-04-20T15:30:00-04:00,6,199.13,202.12,5.1445,200.0682,198.5277,41.658,-28.683,-18.884,neutral_up,186.0947,1.5575,4.4979
NVDA,NVDA-048,2026-04-21T09:30:00-04:00,2026-04-21T10:30:00-04:00,1,201.89,201.05,5.0863,200.8069,199.6044,53.249,0.621,24.03,neutral_up,187.5516,1.4568,4.3847
NVDA,NVDA-049,2026-04-21T11:30:00-04:00,2026-04-24T10:30:00-04:00,20,199.895,208.9159,5.0863,200.6634,199.7503,22.718,-19.335,-29.91,neutral,187.5516,1.4568,4.3847
NVDA,NVDA-050,2026-05-04T15:30:00-04:00,2026-05-06T10:30:00-04:00,9,198.56,206.35,6.2807,198.2205,200.0156,-26.684,5.091,27.668,neutral_down,197.7244,0.0666,1.4406
NVDA,NVDA-051,2026-05-12T15:30:00-04:00,2026-05-13T10:30:00-04:00,2,220.91,226.22,6.7588,219.1706,217.2254,41.481,5.384,23.081,neutral_up,202.8321,1.6658,4.2438
NVDA,NVDA-052,2026-05-20T11:30:00-04:00,2026-05-22T11:30:00-04:00,14,224.2601,217.1,7.6982,223.1691,223.4765,8.242,0.435,28.991,neutral,212.4488,0.8181,3.3653
NVDA,NVDA-053,2026-05-28T12:30:00-04:00,2026-05-29T14:30:00-04:00,9,213.225,216.99,7.3806,212.773,213.876,-14.746,4.504,12.766,neutral,214.0325,-0.1453,0.0348
NVDA,NVDA-054,2026-05-29T15:30:00-04:00,2026-06-01T11:30:00-04:00,3,211.15,221.95,7.1605,214.7695,214.6506,-9.219,-38.122,-31.208,neutral,214.0532,0.0207,-0.0584
NVDA,NVDA-055,2026-06-09T15:30:00-04:00,2026-06-10T14:30:00-04:00,6,208.2,200.2067,8.2944,206.3343,208.161,-15.933,16.356,44.401,neutral,214.2106,-0.5571,-1.2247
NVDA,NVDA-056,2026-06-11T13:30:00-04:00,2026-06-15T10:30:00-04:00,11,202.76,211.165,8.5431,202.3249,204.0219,-20.976,6.274,22.228,neutral,212.4529,-1.2113,-2.3148
NVDA,NVDA-057,2026-06-18T12:30:00-04:00,2026-06-22T13:30:00-04:00,8,210.065,208.75,7.6769,208.3679,208.0477,24.862,6.122,32.521,neutral_up,210.3456,-0.5669,-0.7984
NVDA,NVDA-058,2026-06-23T09:30:00-04:00,2026-06-23T10:30:00-04:00,1,203.06,200.75,7.5125,207.8052,208.3077,-40.403,-34.944,-43.332,neutral_down,210.1712,-0.1611,-0.7413
NVDA,NVDA-059,2026-06-29T09:30:00-04:00,2026-06-30T13:30:00-04:00,11,192.725,198.93,7.287,193.8194,196.0098,-49.396,6.639,-4.801,neutral_down,205.7658,-1.4046,-3.4819
NVDA,NVDA-060,2026-07-01T10:30:00-04:00,2026-07-01T11:30:00-04:00,1,196.93,197.062,7.1163,197.4327,196.8712,8.638,-7.817,-30.423,neutral,204.321,-0.4561,-2.8494
NVDA,NVDA-061,2026-07-02T09:30:00-04:00,2026-07-02T14:30:00-04:00,5,197.85,193.105,7.0651,197.8855,197.3784,10.031,-3.026,-3.493,neutral,203.7082,-0.6128,-2.0576
NVDA,NVDA-062,2026-07-06T09:30:00-04:00,2026-07-06T10:30:00-04:00,1,196.574,196.51,7.1108,195.221,195.895,-10.269,20.336,27.693,neutral,202.872,-0.8362,-1.9051
NVDA,NVDA-063,2026-07-06T14:30:00-04:00,,-1,196.85,,7.1108,196.0983,196.1321,7.749,4.541,0.758,neutral,202.872,-0.8362,-1.9051
MSFT,MSFT-001,2025-07-09T10:30:00-04:00,2025-07-09T12:30:00-04:00,2,501.53,501.47,6.4636,498.6043,497.1137,56.104,-0.289,52.556,neutral_up,484.7636,1.1896,4.2851
MSFT,MSFT-002,2025-07-11T14:30:00-04:00,2025-07-15T11:30:00-04:00,11,503.4029,507.31,6.7223,503.0221,501.5326,37.438,-8.668,-5.137,neutral_up,487.8337,1.3686,4.2598
MSFT,MSFT-003,2025-07-16T09:30:00-04:00,2025-07-16T13:30:00-04:00,4,503.73,505.77,6.4164,505.4476,504.34,14.008,-24.561,-51.504,neutral,491.8572,1.3828,4.0235
MSFT,MSFT-004,2025-07-17T09:30:00-04:00,2025-07-17T10:30:00-04:00,1,510.075,511.89,6.3031,506.311,505.2162,45.659,29.99,31.297,neutral_up,493.1002,1.243,3.8723
MSFT,MSFT-005,2025-07-21T12:30:00-04:00,2025-07-22T15:30:00-04:00,10,510.9101,505.46,6.4698,510.5911,509.7374,15.69,1.769,-5.615,neutral,496.185,1.3775,4.3277
