month_end,direction,open_dom,open_wom,open_wom_name,remaining_sessions,completes,complete_5d,days_to_complete,cont_786,cont_100,retrace,atr_14,pmc
2005-11-30,up,10,2,Week 2,14,True,False,5.0,True,True,trigger,55.17,1207.01
2005-12-31,up,6,1,Week 1,18,False,False,,False,False,pivot,56.2,1249.48
2006-01-31,up,3,1,Week 1,20,True,True,3.0,True,False,pivot,54.27,1248.29
2006-02-28,down,7,1,Week 1,15,False,False,,False,False,opposite,53.9,1280.08
2006-03-31,up,15,3,Week 3,13,False,False,,False,False,trigger,53.19,1280.66
2006-04-30,up,20,3,Week 3,7,False,False,,False,False,trigger,52.43,1294.83
2006-05-31,down,12,2,Week 2,13,True,True,3.0,True,True,trigger,51.36,1310.61
2006-06-30,up,2,1,Week 1,21,False,False,,False,False,opposite,53.5,1270.09
2006-06-30,down,8,2,Week 2,17,True,True,0.0,True,False,same_day_complete,53.5,1270.09
2006-07-31,down,13,2,Week 2,13,True,True,1.0,True,False,trigger,54.78,1270.2
2006-08-31,up,17,3,Week 3,11,False,False,,False,False,trigger,54.86,1276.66
2006-09-30,up,15,3,Week 3,11,True,False,8.0,False,False,trigger,54.18,1303.82
2006-10-31,up,12,2,Week 2,14,True,True,2.0,True,False,none,53.84,1335.85
2006-11-30,up,15,3,Week 3,11,False,False,,False,False,pivot,54.45,1377.94
2006-12-31,up,14,2,Week 2,11,False,False,,False,False,trigger,53.91,1400.63
2007-01-31,up,24,4,Week 4,6,False,False,,False,False,pivot,53.33,1418.3
2007-02-28,up,20,3,Week 3,7,False,False,,False,False,opposite,52.21,1438.24
2007-02-28,down,27,4,Week 4,2,True,True,0.0,True,False,same_day_complete,52.21,1438.24
2007-03-31,up,21,3,Week 3,8,False,False,,False,False,trigger,53.64,1406.82
2007-03-31,down,1,1,Week 1,22,True,False,9.0,True,False,pivot,53.64,1406.82
2007-04-30,up,5,1,Week 1,17,True,False,6.0,True,True,none,55.16,1420.86
2007-05-31,up,4,1,Week 1,19,True,False,10.0,True,False,trigger,57.05,1482.37
2007-06-30,down,7,1,Week 1,17,True,True,0.0,True,False,same_day_complete,57.18,1530.62
2007-07-31,up,3,1,Week 1,20,True,False,6.0,True,False,trigger,57.12,1503.35
2007-07-31,down,26,4,Week 4,4,True,True,0.0,True,False,same_day_complete,57.12,1503.35
2007-08-31,up,7,1,Week 1,19,True,True,1.0,True,False,trigger,60.3,1455.27
2007-08-31,down,6,1,Week 1,20,True,False,7.0,True,True,opposite,60.3,1455.27
2007-09-30,up,18,3,Week 3,9,True,True,0.0,True,False,same_day_complete,65.52,1473.99
2007-09-30,down,10,2,Week 2,15,False,False,,False,False,opposite,65.52,1473.99
2007-10-31,up,5,1,Week 1,19,True,True,4.0,False,False,none,67.94,1526.75
2007-10-31,down,19,3,Week 3,9,False,False,,False,False,opposite,67.94,1526.75
2007-11-30,down,1,1,Week 1,21,True,True,1.0,True,True,trigger,69.27,1549.38
2007-12-31,up,7,1,Week 1,16,False,False,,False,False,opposite,74.55,1481.14
2007-12-31,down,17,3,Week 3,10,False,False,,False,False,opposite,74.55,1481.14
2008-01-31,down,4,1,Week 1,19,True,True,0.0,True,True,same_day_complete,75.51,1468.36
2008-02-29,down,5,1,Week 1,18,True,True,1.0,False,False,pivot,84.52,1378.55
2008-03-31,down,7,1,Week 1,16,True,True,1.0,True,False,trigger,84.15,1330.63
2008-04-30,up,1,1,Week 1,22,True,True,1.0,True,False,trigger,85.47,1322.7
2008-05-31,up,2,1,Week 1,20,True,False,11.0,False,False,pivot,85.22,1385.59
2008-06-30,down,6,1,Week 1,17,True,True,3.0,True,True,trigger,83.93,1400.38
2008-07-31,down,7,1,Week 1,19,True,True,4.0,True,False,trigger,87.36,1280.0
2008-08-31,up,11,2,Week 2,15,False,False,,False,False,pivot,87.68,1267.38
2008-09-30,down,4,1,Week 1,19,True,True,1.0,True,True,trigger,86.11,1282.83
2008-10-31,down,2,1,Week 1,22,True,True,1.0,True,True,trigger,94.0,1164.74
2008-11-30,down,6,1,Week 1,16,True,True,0.0,True,True,same_day_complete,110.66,968.75
2008-12-31,down,1,1,Week 1,22,True,True,0.0,False,False,same_day_complete,121.79,896.24
2009-01-31,down,14,2,Week 2,12,True,True,1.0,True,False,none,120.46,903.25
2009-02-28,up,9,2,Week 2,14,False,False,,False,False,opposite,121.82,825.88
2009-02-28,down,19,3,Week 3,7,True,True,2.0,False,False,trigger,121.82,825.88
2009-03-31,up,18,3,Week 3,10,True,True,3.0,True,False,none,123.16,735.09
2009-03-31,down,5,1,Week 1,19,False,False,,False,False,opposite,123.16,735.09
2009-04-30,up,9,2,Week 2,15,True,False,13.0,False,False,trigger,126.23,797.87
2009-05-31,up,7,1,Week 1,16,False,False,,False,False,trigger,124.74,872.81
2009-07-31,up,23,4,Week 4,7,True,False,5.0,False,False,none,116.62,919.32
2009-07-31,down,8,2,Week 2,18,False,False,,False,False,opposite,116.62,919.32
2009-08-31,up,24,4,Week 4,6,False,False,,False,False,trigger,117.39,987.48
2009-09-30,up,16,3,Week 3,11,False,False,,False,False,trigger,113.36,1020.62
2009-10-31,up,19,3,Week 3,10,False,False,,False,False,pivot,111.56,1057.08
2009-11-30,up,9,2,Week 2,15,True,True,2.0,False,False,none,109.4,1036.19
2010-01-31,down,29,5,Week 5,1,False,False,,False,False,trigger,103.1,1115.1
2010-03-31,up,9,2,Week 2,17,True,False,6.0,False,False,none,98.98,1104.49
2010-04-30,up,14,2,Week 2,13,False,False,,False,False,trigger,97.35,1169.43
2010-05-31,down,6,1,Week 1,17,True,True,0.0,True,True,same_day_complete,94.0,1186.69
2010-06-30,up,21,3,Week 3,8,False,False,,False,False,opposite,99.02,1089.41
2010-06-30,down,7,1,Week 1,18,False,False,,False,False,opposite,99.02,1089.41
2010-07-31,up,8,2,Week 2,17,True,True,3.0,True,False,none,99.3,1030.71
2010-08-31,down,24,4,Week 4,6,True,True,3.0,False,False,none,100.07,1101.6
2010-09-30,up,2,1,Week 1,20,True,False,5.0,True,True,none,99.32,1049.33
2010-10-31,up,13,2,Week 2,13,False,False,,False,False,trigger,99.92,1141.2
2010-11-30,up,4,1,Week 1,18,False,False,,False,False,pivot,97.38,1183.26
2010-12-31,up,2,1,Week 1,21,True,False,6.0,True,False,none,94.28,1180.55
2011-01-31,up,18,3,Week 3,10,False,False,,False,False,trigger,93.41,1257.64
2011-02-28,up,7,1,Week 1,15,True,False,9.0,False,False,none,89.96,1286.12
2011-03-31,down,11,2,Week 2,15,True,True,2.0,True,False,trigger,87.67,1327.22
2011-04-30,up,28,4,Week 4,2,False,False,,False,False,none,87.35,1325.83
2011-05-31,down,5,1,Week 1,18,False,False,,False,False,trigger,86.1,1363.61
2011-06-30,down,2,1,Week 1,21,True,True,2.0,True,True,none,84.15,1345.2
2011-07-31,up,7,1,Week 1,17,False,False,,False,False,opposite,84.36,1320.64
2011-07-31,down,29,5,Week 5,1,False,True,,False,False,trigger,84.36,1320.64
2011-08-31,down,2,1,Week 1,22,True,True,1.0,True,True,trigger,83.6,1292.28
2011-09-30,down,2,1,Week 1,20,True,True,1.0,True,True,trigger,92.33,1218.89
2011-10-31,up,7,1,Week 1,17,True,True,1.0,True,True,trigger,93.95,1131.42
2011-10-31,down,4,1,Week 1,20,False,False,,False,False,opposite,93.95,1131.42
2011-11-30,down,17,3,Week 3,9,True,True,2.0,True,False,trigger,102.81,1253.3
2011-12-31,down,19,3,Week 3,9,False,False,,False,False,pivot,103.95,1246.96
2012-01-31,up,10,2,Week 2,15,True,False,8.0,False,False,trigger,101.31,1257.6
2012-02-29,up,8,2,Week 2,15,True,False,14.0,False,False,none,99.5,1312.41
2012-03-31,up,16,3,Week 3,11,False,False,,False,False,trigger,97.08,1365.68
2012-04-30,down,10,2,Week 2,15,False,False,,False,False,trigger,95.8,1408.47
2012-05-31,down,8,2,Week 2,17,True,True,4.0,True,True,none,93.6,1397.91
2012-06-30,up,18,3,Week 3,10,False,False,,False,False,pivot,95.72,1310.33
2012-06-30,down,4,1,Week 1,20,False,False,,False,False,opposite,95.72,1310.33
2012-07-31,down,12,2,Week 2,14,False,False,,False,False,opposite,95.79,1362.16
2012-08-31,up,16,3,Week 3,12,False,False,,False,False,trigger,93.69,1379.32
2012-09-30,up,13,2,Week 2,12,True,True,0.0,False,False,same_day_complete,92.14,1406.58
2012-10-31,down,25,4,Week 4,3,False,False,,False,False,trigger,91.13,1440.67
2012-11-30,down,8,2,Week 2,16,True,True,4.0,False,False,trigger,89.45,1412.16
2013-01-31,up,2,1,Week 1,21,True,False,11.0,True,False,pivot,86.72,1426.19
2013-03-31,up,8,2,Week 2,15,True,False,14.0,False,False,none,83.61,1514.68
2013-04-30,down,18,3,Week 3,9,False,False,,False,False,opposite,82.55,1569.19
2013-05-31,up,8,2,Week 2,17,True,True,4.0,True,True,none,81.05,1597.57
2013-06-30,down,6,1,Week 1,17,True,False,11.0,True,False,opposite,82.83,1630.74
2013-07-31,up,8,2,Week 2,18,True,True,3.0,True,True,none,83.62,1606.28
2013-08-31,down,16,3,Week 3,11,True,False,7.0,False,False,trigger,84.37,1685.73
2013-09-30,up,9,2,Week 2,16,True,True,2.0,True,True,none,84.22,1632.97
2013-10-31,up,16,3,Week 3,12,True,True,2.0,True,True,trigger,85.12,1681.55
2013-10-31,down,9,2,Week 2,17,False,False,,False,False,opposite,85.12,1681.55
2013-11-30,up,14,2,Week 2,11,True,False,10.0,False,False,trigger,88.24,1756.54
2013-12-31,up,26,4,Week 4,4,False,False,,False,False,none,86.75,1805.81
2013-12-31,down,12,2,Week 2,13,False,False,,False,False,opposite,86.75,1805.81
2014-01-31,down,24,4,Week 4,6,True,True,0.0,True,False,same_day_complete,86.37,1848.36
2014-02-28,up,11,2,Week 2,13,True,True,3.0,True,False,trigger,85.94,1782.59
2014-02-28,down,3,1,Week 1,19,False,False,,False,False,opposite,85.94,1782.59
2014-04-30,down,8,2,Week 2,16,True,True,3.0,False,False,pivot,86.26,1872.34
2014-05-31,up,29,5,Week 5,2,False,False,,False,False,none,86.02,1883.95
2014-06-30,up,18,3,Week 3,9,False,False,,False,False,trigger,84.47,1923.57
2014-08-31,up,15,3,Week 3,11,True,True,2.0,True,False,trigger,80.63,1930.67
2014-09-30,down,25,4,Week 4,4,False,True,,False,False,trigger,82.03,2003.37
2014-10-31,up,31,5,Week 5,1,False,True,,False,False,none,80.12,1972.29
2014-10-31,down,2,1,Week 1,22,True,False,6.0,True,True,pivot,80.12,1972.29
2014-11-30,up,18,3,Week 3,8,True,False,5.0,False,False,none,88.5,2018.05
2014-12-31,down,10,2,Week 2,15,True,True,2.0,True,True,trigger,87.52,2067.56
2015-01-31,down,5,1,Week 1,19,True,True,1.0,True,False,trigger,89.91,2058.9
2015-02-28,up,3,1,Week 1,18,True,True,1.0,True,True,none,89.51,1994.99
2015-03-31,down,6,1,Week 1,18,True,True,2.0,False,False,trigger,93.02,2104.5
2015-04-30,up,13,2,Week 2,14,True,False,10.0,False,False,trigger,91.94,2067.89
2015-05-31,up,4,1,Week 1,19,False,False,,False,False,pivot,90.91,2085.51
2015-06-30,down,9,2,Week 2,16,False,False,,False,False,opposite,89.18,2107.39
2015-07-31,up,13,2,Week 2,15,True,True,3.0,True,False,trigger,88.07,2063.11
2015-08-31,down,7,1,Week 1,17,True,False,9.0,True,True,pivot,88.12,2103.84
2015-09-30,up,17,3,Week 3,10,False,False,,False,False,opposite,99.37,1972.18
2015-09-30,down,1,1,Week 1,21,True,True,0.0,True,True,same_day_complete,99.37,1972.18
2015-10-31,up,5,1,Week 1,20,True,True,0.0,True,True,same_day_complete,102.91,1920.03
2015-11-30,down,13,2,Week 2,11,False,False,,False,False,pivot,109.89,2079.36
2015-12-31,down,9,2,Week 2,16,True,True,2.0,True,False,trigger,108.98,2080.41
2016-01-31,down,4,1,Week 1,19,True,True,3.0,True,True,trigger,109.12,2043.94
2016-02-29,down,3,1,Week 1,18,True,True,3.0,True,True,trigger,117.88,1940.24
2016-03-31,up,1,1,Week 1,22,True,True,3.0,True,True,trigger,120.37,1932.23
2016-04-30,up,20,3,Week 3,8,False,False,,False,False,pivot,121.77,2059.73
2016-06-30,down,16,3,Week 3,11,True,False,7.0,True,False,pivot,115.66,2096.96
2016-07-31,up,12,2,Week 2,14,True,False,6.0,False,False,none,116.61,2098.86
2016-09-30,down,9,2,Week 2,16,False,False,,False,False,pivot,110.68,2170.95
2016-10-31,down,13,2,Week 2,13,False,False,,False,False,trigger,107.69,2168.27
2016-11-30,up,9,2,Week 2,15,True,False,8.0,True,False,pivot,103.92,2126.15
2016-11-30,down,3,1,Week 1,19,False,False,,False,False,opposite,103.92,2126.15
2016-12-31,up,7,1,Week 1,17,True,True,4.0,False,False,trigger,105.8,2198.81
2017-01-31,up,6,1,Week 1,17,False,False,,False,False,trigger,104.68,2238.83
2017-02-28,up,10,2,Week 2,12,True,True,3.0,True,False,none,101.64,2278.87
2017-03-31,down,27,4,Week 4,5,False,False,,False,False,pivot,101.52,2363.64
2017-06-30,up,19,3,Week 3,10,False,False,,False,False,pivot,95.43,2411.8
2017-07-31,up,14,2,Week 2,12,True,False,7.0,False,False,none,92.05,2423.41
2017-08-31,down,17,3,Week 3,11,False,False,,False,False,pivot,90.93,2470.3
2017-09-30,up,18,3,Week 3,10,False,False,,False,False,trigger,89.69,2471.65
2017-10-31,up,10,2,Week 2,16,True,False,8.0,False,False,none,88.49,2519.36
2017-11-30,up,28,4,Week 4,3,True,True,1.0,True,False,none,86.71,2575.26
2017-12-31,up,18,3,Week 3,9,False,False,,False,False,none,87.68,2647.58
2017-12-31,down,1,1,Week 1,20,False,False,,False,False,opposite,87.68,2647.58
2018-01-31,up,3,1,Week 1,20,True,True,1.0,True,True,none,87.81,2673.61
2018-02-28,down,2,1,Week 1,18,True,True,0.0,True,True,same_day_complete,95.77,2823.81
2018-03-31,up,9,2,Week 2,15,True,True,0.0,True,False,same_day_complete,110.59,2713.83
2018-03-31,down,1,1,Week 1,21,True,False,15.0,True,True,opposite,110.59,2713.83
2018-04-30,up,16,3,Week 3,11,True,True,2.0,False,False,trigger,118.12,2640.87
2018-04-30,down,2,1,Week 1,21,True,True,0.0,False,False,same_day_complete,118.12,2640.87
2018-05-31,up,9,2,Week 2,16,True,True,1.0,False,False,trigger,121.37,2648.05
2018-05-31,down,3,1,Week 1,20,False,False,,False,False,opposite,121.37,2648.05
2018-06-30,up,5,1,Week 1,19,True,True,4.0,False,False,none,123.25,2705.27
2018-07-31,up,9,2,Week 2,17,True,True,1.0,True,True,none,121.55,2718.37
2018-08-31,up,21,3,Week 3,9,True,True,4.0,True,False,none,123.52,2816.29
2018-10-31,down,8,2,Week 2,18,True,True,2.0,True,True,trigger,119.96,2913.98
2018-11-30,up,7,1,Week 1,17,True,True,0.0,False,False,same_day_complete,135.41,2711.74
2018-11-30,down,20,3,Week 3,8,False,False,,False,False,opposite,135.41,2711.74
2018-12-31,down,4,1,Week 1,18,True,True,1.0,True,True,pivot,138.89,2760.17
2019-01-31,up,8,2,Week 2,17,True,False,5.0,True,True,none,161.37,2506.85
2019-01-31,down,3,1,Week 1,20,False,False,,False,False,opposite,161.37,2506.85
2019-02-28,up,15,3,Week 3,9,True,False,5.0,False,False,none,168.77,2704.1
2019-03-31,up,19,3,Week 3,9,False,False,,False,False,trigger,166.12,2784.49
2019-04-30,up,12,2,Week 2,12,True,False,6.0,False,False,none,164.11,2834.4
2019-05-31,down,7,1,Week 1,18,True,True,2.0,True,True,trigger,160.61,2945.83
2019-06-30,up,5,1,Week 1,18,True,True,2.0,True,True,none,163.68,2752.06
2019-07-31,up,12,2,Week 2,14,False,False,,False,False,trigger,168.8,2941.76
2019-08-31,down,2,1,Week 1,21,True,True,1.0,True,False,trigger,162.9,2980.38
2019-09-30,up,11,2,Week 2,14,False,False,,False,False,trigger,164.94,2926.46
2019-10-31,up,28,4,Week 4,4,False,False,,False,False,none,162.46,2976.74
2019-10-31,down,2,1,Week 1,22,True,True,0.0,False,False,same_day_complete,162.46,2976.74
2019-11-30,up,12,2,Week 2,13,True,False,10.0,False,False,none,164.72,3037.56
2019-12-31,up,19,3,Week 3,8,True,False,5.0,False,False,none,161.29,3140.98
2019-12-31,down,3,1,Week 1,20,False,False,,False,False,opposite,161.29,3140.98
2020-01-31,up,14,2,Week 2,13,True,False,5.0,False,False,none,162.46,3230.78
2020-02-29,up,4,1,Week 1,18,True,True,1.0,True,True,none,159.65,3225.52
2020-02-29,down,25,4,Week 4,4,True,True,0.0,True,True,same_day_complete,159.65,3225.52
2020-03-31,up,2,1,Week 1,22,True,True,0.0,True,False,same_day_complete,186.65,2954.22
2020-03-31,down,9,2,Week 2,17,True,True,0.0,True,True,same_day_complete,186.65,2954.22
2020-04-30,up,6,1,Week 1,18,True,True,1.0,True,True,pivot,240.81,2584.59
2020-04-30,down,1,1,Week 1,21,False,False,,False,False,opposite,240.81,2584.59
2020-05-31,up,26,4,Week 4,4,False,False,,False,False,trigger,259.85,2912.43
2020-05-31,down,4,1,Week 1,19,False,False,,False,False,opposite,259.85,2912.43
2020-06-30,up,5,1,Week 1,18,True,True,0.0,False,False,same_day_complete,262.86,3044.31
2020-07-31,up,13,2,Week 2,15,True,False,6.0,False,False,trigger,263.19,3100.29
2020-08-31,up,11,2,Week 2,15,True,False,9.0,True,False,trigger,257.23,3271.12
2020-09-30,down,4,1,Week 1,18,True,True,1.0,True,True,trigger,256.26,3500.31
2020-10-31,up,9,2,Week 2,16,True,True,1.0,False,False,none,265.0,3363.0
2020-10-31,down,29,5,Week 5,2,False,False,,False,False,trigger,265.0,3363.0
2020-11-30,up,3,1,Week 1,19,True,True,1.0,True,True,none,268.64,3269.96
2020-12-31,up,28,4,Week 4,4,False,False,,False,False,none,276.31,3621.63
2021-01-31,up,20,3,Week 3,8,False,False,,False,False,pivot,266.47,3756.07
2021-02-28,up,2,1,Week 1,18,True,True,3.0,True,False,none,262.31,3714.24
2021-03-31,up,1,1,Week 1,23,True,False,11.0,False,False,opposite,260.44,3811.15
2021-04-30,up,5,1,Week 1,20,True,False,6.0,True,False,trigger,261.2,3972.89
2021-05-31,down,12,2,Week 2,13,False,False,,False,False,pivot,260.11,4181.17
2021-06-30,up,30,5,Week 5,1,False,True,,False,False,none,254.47,4204.11
2021-07-31,up,13,2,Week 2,14,False,False,,False,False,opposite,246.15,4297.5
2021-08-31,up,23,4,Week 4,7,False,False,,False,False,trigger,242.63,4395.26
2021-09-30,down,17,3,Week 3,10,True,True,1.0,True,False,trigger,237.41,4522.68
2021-10-31,up,7,1,Week 1,17,True,False,6.0,True,True,trigger,237.59,4307.54
2021-11-30,up,5,1,Week 1,17,False,False,,False,False,pivot,244.13,4605.38
2021-12-31,up,7,1,Week 1,18,True,False,7.0,True,True,trigger,239.83,4567.0
2022-01-31,down,6,1,Week 1,17,True,True,2.0,True,True,trigger,245.11,4766.18
2022-02-28,down,11,2,Week 2,11,True,False,5.0,True,True,pivot,270.17,4515.55
2022-03-31,up,22,4,Week 4,8,True,True,4.0,True,False,none,285.21,4373.94
2022-03-31,down,7,1,Week 1,19,True,True,1.0,False,False,trigger,285.21,4373.94
2022-04-30,down,11,2,Week 2,14,True,False,8.0,True,True,trigger,299.08,4530.41
2022-05-31,up,4,1,Week 1,19,False,False,,False,False,opposite,311.23,4131.93
2022-05-31,down,9,2,Week 2,16,True,True,2.0,True,True,trigger,311.23,4131.93
2022-06-30,down,10,2,Week 2,14,True,True,0.0,True,True,same_day_complete,324.52,4132.15
2022-07-31,up,8,2,Week 2,16,True,False,9.0,True,True,pivot,339.92,3785.38
2022-08-31,up,12,2,Week 2,14,False,False,,False,False,opposite,345.54,4130.29
2022-08-31,down,30,5,Week 5,2,False,True,,False,False,none,345.54,4130.29
2022-09-30,up,12,2,Week 2,15,False,False,,False,False,opposite,347.34,3955.0
2022-09-30,down,21,3,Week 3,8,True,True,2.0,True,True,trigger,347.34,3955.0
2022-10-31,up,4,1,Week 1,20,True,False,14.0,True,False,opposite,360.75,3585.62
2022-11-30,up,15,3,Week 3,11,False,False,,False,False,trigger,364.55,3871.98
2022-11-30,down,3,1,Week 1,19,False,False,,False,False,opposite,364.55,3871.98
2022-12-31,down,6,1,Week 1,18,True,False,8.0,True,False,pivot,365.79,4080.11
2023-01-31,up,12,2,Week 2,13,True,False,10.0,False,False,trigger,363.69,3839.5
2023-03-31,up,31,5,Week 5,1,False,False,,False,False,none,351.51,3970.15
2023-03-31,down,13,2,Week 2,15,False,False,,False,False,opposite,351.51,3970.15
2023-06-30,up,9,2,Week 2,15,True,True,3.0,True,False,none,321.1,4179.83
2023-07-31,up,19,3,Week 3,9,False,False,,False,False,none,318.65,4450.38
2023-08-31,down,8,2,Week 2,18,True,False,7.0,True,False,trigger,311.75,4588.96
2023-09-30,down,21,3,Week 3,7,True,True,1.0,True,False,none,307.6,4507.66
2023-10-31,down,26,4,Week 4,4,False,False,,False,False,none,307.24,4288.05
2023-11-30,up,2,1,Week 1,20,True,True,3.0,True,True,none,306.0,4193.8
2023-12-31,up,13,2,Week 2,12,True,True,4.0,False,False,none,312.27,4567.8
2024-01-31,up,24,4,Week 4,6,False,False,,False,False,none,307.59,4769.83
2024-02-29,up,2,1,Week 1,19,True,False,6.0,True,False,trigger,303.41,4845.65
2024-03-31,up,20,3,Week 3,7,False,False,,False,False,none,300.69,5096.27
2024-04-30,down,10,2,Week 2,15,True,True,3.0,True,True,trigger,294.07,5254.35
2024-05-31,up,6,1,Week 1,19,True,True,4.0,True,True,none,295.24,5035.69
2024-06-30,up,12,2,Week 2,12,True,True,3.0,True,False,none,297.78,5277.51
2024-07-31,up,8,2,Week 2,18,True,True,4.0,False,False,none,297.18,5460.48
2024-08-31,up,22,4,Week 4,7,False,False,,False,False,trigger,295.86,5522.3
2024-08-31,down,2,1,Week 1,21,True,True,0.0,True,True,same_day_complete,295.86,5522.3
2024-09-30,down,3,1,Week 1,20,True,True,3.0,False,False,trigger,312.75,5648.4
2024-11-30,up,6,1,Week 1,17,True,True,0.0,True,True,same_day_complete,308.47,5705.45
2024-12-31,down,18,3,Week 3,9,True,True,2.0,False,False,pivot,311.27,6032.38
2025-01-31,up,6,1,Week 1,18,True,False,10.0,True,False,opposite,308.15,5881.63
2025-02-28,down,25,4,Week 4,4,True,True,3.0,False,False,trigger,311.49,6040.53
2025-03-31,down,3,1,Week 1,21,True,True,1.0,True,True,pivot,311.37,5954.5
2025-04-30,down,3,1,Week 1,19,True,True,0.0,True,True,same_day_complete,324.65,5611.85
2025-05-31,up,8,2,Week 2,16,True,True,2.0,True,True,trigger,362.91,5569.06
2025-06-30,up,11,2,Week 2,13,True,False,10.0,True,False,trigger,365.53,5911.69
2025-07-31,up,23,4,Week 4,7,False,False,,False,False,none,364.68,6204.95
2025-08-31,up,13,2,Week 2,13,False,False,,False,False,trigger,356.42,6339.39
2025-09-30,up,12,2,Week 2,13,True,False,6.0,False,False,none,352.07,6460.26
2025-10-31,up,27,4,Week 4,5,True,True,1.0,False,False,none,351.13,6688.46
2025-10-31,down,10,2,Week 2,16,False,False,,False,False,opposite,351.13,6688.46
2025-11-30,down,7,1,Week 1,15,True,False,7.0,True,False,pivot,352.45,6840.2
2026-01-31,up,9,2,Week 2,15,False,False,,False,False,pivot,343.9,6845.5
2026-02-28,down,5,1,Week 1,16,False,False,,False,False,pivot,334.56,6939.03
2026-03-31,down,3,1,Week 1,21,True,True,4.0,True,True,pivot,326.24,6878.88
2026-04-30,up,8,2,Week 2,17,True,True,0.0,True,True,same_day_complete,344.66,6528.52
